branch_class,module_id,gene_symbol,module_size,module_internal_edges,module_density,module_genes,algorithm,edge_weight,accessed_at_utc,source_database
hypertension-branch,HYP_M001,FKBP5,152,968,0.08434994771697456,ABL1;ACHE;ACTB;ADAM10;AKT1;ANXA5;APAF1;APP;AR;ARNT;ASCL1;ATF3;ATF6;ATM;ATP5F1A;ATRX;ATXN2;AURKA;AURKB;BAX;BCL2;BCL2L1;BCL2L11;BIRC5;BRCA1;CASP3;CASP7;CASP9;CBX1;CCN1;CCNA2;CCNB2;CCND1;CDC20;CDCA3;CDK1;CDK2;CDKN1A;CDKN1B;CFTR;CKB;CKS1B;CLCA1;CREB1;CYCS;DDIT4;DNMT1;DUSP1;EGFR;ENO1;EPAS1;ERG;ERRFI1;ESR1;ESR2;ESRRA;FBP1;FEN1;FKBP5;FOS;FOXA2;FUS;FXN;GDF15;GSK3A;HDAC3;HDAC6;HDAC9;HIF1A;HSPA1A;HSPA1B;HSPA5;HSPA9;HSPB1;HSPD1;HTT;IDE;IDH1;IER3;JUN;KIF22;KMT2A;KRT19;LGALS9;LMNA;LRG1;MAPK1;MAPT;MBD2;MCL1;MDM2;MDM4;MEN1;MITF;MMEL1;MOV10;MUC1;MYBL2;MYC;NAE1;NCOA1;NCOA3;NR3C1;NRGN;P4HB;PABPC1;PCLAF;PDIA3;PGR;PIN1;PKM;PLK1;PPP1CA;PRKN;PRMT1;PRNP;PTPN5;RAD52;RAF1;RAN;RARA;RHOC;RPS27A;RPSA;SELENBP1;SFN;SGK1;SMAD2;SMAD3;SNCA;SOX17;SOX2;SUMO1;SYNPO;SYP;TARDBP;TGM2;THRB;TK1;TNFRSF10B;TP53;TSG101;TUBA1A;TUBB;TUBB4A;TUBB6;UCHL1;USP1;USP2;VCP;WRN;YAP1,greedy_modularity_communities,STRING combined score,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,HYP_M001,FOS,152,968,0.08434994771697456,ABL1;ACHE;ACTB;ADAM10;AKT1;ANXA5;APAF1;APP;AR;ARNT;ASCL1;ATF3;ATF6;ATM;ATP5F1A;ATRX;ATXN2;AURKA;AURKB;BAX;BCL2;BCL2L1;BCL2L11;BIRC5;BRCA1;CASP3;CASP7;CASP9;CBX1;CCN1;CCNA2;CCNB2;CCND1;CDC20;CDCA3;CDK1;CDK2;CDKN1A;CDKN1B;CFTR;CKB;CKS1B;CLCA1;CREB1;CYCS;DDIT4;DNMT1;DUSP1;EGFR;ENO1;EPAS1;ERG;ERRFI1;ESR1;ESR2;ESRRA;FBP1;FEN1;FKBP5;FOS;FOXA2;FUS;FXN;GDF15;GSK3A;HDAC3;HDAC6;HDAC9;HIF1A;HSPA1A;HSPA1B;HSPA5;HSPA9;HSPB1;HSPD1;HTT;IDE;IDH1;IER3;JUN;KIF22;KMT2A;KRT19;LGALS9;LMNA;LRG1;MAPK1;MAPT;MBD2;MCL1;MDM2;MDM4;MEN1;MITF;MMEL1;MOV10;MUC1;MYBL2;MYC;NAE1;NCOA1;NCOA3;NR3C1;NRGN;P4HB;PABPC1;PCLAF;PDIA3;PGR;PIN1;PKM;PLK1;PPP1CA;PRKN;PRMT1;PRNP;PTPN5;RAD52;RAF1;RAN;RARA;RHOC;RPS27A;RPSA;SELENBP1;SFN;SGK1;SMAD2;SMAD3;SNCA;SOX17;SOX2;SUMO1;SYNPO;SYP;TARDBP;TGM2;THRB;TK1;TNFRSF10B;TP53;TSG101;TUBA1A;TUBB;TUBB4A;TUBB6;UCHL1;USP1;USP2;VCP;WRN;YAP1,greedy_modularity_communities,STRING combined score,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,HYP_M001,FOXA2,152,968,0.08434994771697456,ABL1;ACHE;ACTB;ADAM10;AKT1;ANXA5;APAF1;APP;AR;ARNT;ASCL1;ATF3;ATF6;ATM;ATP5F1A;ATRX;ATXN2;AURKA;AURKB;BAX;BCL2;BCL2L1;BCL2L11;BIRC5;BRCA1;CASP3;CASP7;CASP9;CBX1;CCN1;CCNA2;CCNB2;CCND1;CDC20;CDCA3;CDK1;CDK2;CDKN1A;CDKN1B;CFTR;CKB;CKS1B;CLCA1;CREB1;CYCS;DDIT4;DNMT1;DUSP1;EGFR;ENO1;EPAS1;ERG;ERRFI1;ESR1;ESR2;ESRRA;FBP1;FEN1;FKBP5;FOS;FOXA2;FUS;FXN;GDF15;GSK3A;HDAC3;HDAC6;HDAC9;HIF1A;HSPA1A;HSPA1B;HSPA5;HSPA9;HSPB1;HSPD1;HTT;IDE;IDH1;IER3;JUN;KIF22;KMT2A;KRT19;LGALS9;LMNA;LRG1;MAPK1;MAPT;MBD2;MCL1;MDM2;MDM4;MEN1;MITF;MMEL1;MOV10;MUC1;MYBL2;MYC;NAE1;NCOA1;NCOA3;NR3C1;NRGN;P4HB;PABPC1;PCLAF;PDIA3;PGR;PIN1;PKM;PLK1;PPP1CA;PRKN;PRMT1;PRNP;PTPN5;RAD52;RAF1;RAN;RARA;RHOC;RPS27A;RPSA;SELENBP1;SFN;SGK1;SMAD2;SMAD3;SNCA;SOX17;SOX2;SUMO1;SYNPO;SYP;TARDBP;TGM2;THRB;TK1;TNFRSF10B;TP53;TSG101;TUBA1A;TUBB;TUBB4A;TUBB6;UCHL1;USP1;USP2;VCP;WRN;YAP1,greedy_modularity_communities,STRING combined score,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,HYP_M001,FUS,152,968,0.08434994771697456,ABL1;ACHE;ACTB;ADAM10;AKT1;ANXA5;APAF1;APP;AR;ARNT;ASCL1;ATF3;ATF6;ATM;ATP5F1A;ATRX;ATXN2;AURKA;AURKB;BAX;BCL2;BCL2L1;BCL2L11;BIRC5;BRCA1;CASP3;CASP7;CASP9;CBX1;CCN1;CCNA2;CCNB2;CCND1;CDC20;CDCA3;CDK1;CDK2;CDKN1A;CDKN1B;CFTR;CKB;CKS1B;CLCA1;CREB1;CYCS;DDIT4;DNMT1;DUSP1;EGFR;ENO1;EPAS1;ERG;ERRFI1;ESR1;ESR2;ESRRA;FBP1;FEN1;FKBP5;FOS;FOXA2;FUS;FXN;GDF15;GSK3A;HDAC3;HDAC6;HDAC9;HIF1A;HSPA1A;HSPA1B;HSPA5;HSPA9;HSPB1;HSPD1;HTT;IDE;IDH1;IER3;JUN;KIF22;KMT2A;KRT19;LGALS9;LMNA;LRG1;MAPK1;MAPT;MBD2;MCL1;MDM2;MDM4;MEN1;MITF;MMEL1;MOV10;MUC1;MYBL2;MYC;NAE1;NCOA1;NCOA3;NR3C1;NRGN;P4HB;PABPC1;PCLAF;PDIA3;PGR;PIN1;PKM;PLK1;PPP1CA;PRKN;PRMT1;PRNP;PTPN5;RAD52;RAF1;RAN;RARA;RHOC;RPS27A;RPSA;SELENBP1;SFN;SGK1;SMAD2;SMAD3;SNCA;SOX17;SOX2;SUMO1;SYNPO;SYP;TARDBP;TGM2;THRB;TK1;TNFRSF10B;TP53;TSG101;TUBA1A;TUBB;TUBB4A;TUBB6;UCHL1;USP1;USP2;VCP;WRN;YAP1,greedy_modularity_communities,STRING combined score,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,HYP_M001,FXN,152,968,0.08434994771697456,ABL1;ACHE;ACTB;ADAM10;AKT1;ANXA5;APAF1;APP;AR;ARNT;ASCL1;ATF3;ATF6;ATM;ATP5F1A;ATRX;ATXN2;AURKA;AURKB;BAX;BCL2;BCL2L1;BCL2L11;BIRC5;BRCA1;CASP3;CASP7;CASP9;CBX1;CCN1;CCNA2;CCNB2;CCND1;CDC20;CDCA3;CDK1;CDK2;CDKN1A;CDKN1B;CFTR;CKB;CKS1B;CLCA1;CREB1;CYCS;DDIT4;DNMT1;DUSP1;EGFR;ENO1;EPAS1;ERG;ERRFI1;ESR1;ESR2;ESRRA;FBP1;FEN1;FKBP5;FOS;FOXA2;FUS;FXN;GDF15;GSK3A;HDAC3;HDAC6;HDAC9;HIF1A;HSPA1A;HSPA1B;HSPA5;HSPA9;HSPB1;HSPD1;HTT;IDE;IDH1;IER3;JUN;KIF22;KMT2A;KRT19;LGALS9;LMNA;LRG1;MAPK1;MAPT;MBD2;MCL1;MDM2;MDM4;MEN1;MITF;MMEL1;MOV10;MUC1;MYBL2;MYC;NAE1;NCOA1;NCOA3;NR3C1;NRGN;P4HB;PABPC1;PCLAF;PDIA3;PGR;PIN1;PKM;PLK1;PPP1CA;PRKN;PRMT1;PRNP;PTPN5;RAD52;RAF1;RAN;RARA;RHOC;RPS27A;RPSA;SELENBP1;SFN;SGK1;SMAD2;SMAD3;SNCA;SOX17;SOX2;SUMO1;SYNPO;SYP;TARDBP;TGM2;THRB;TK1;TNFRSF10B;TP53;TSG101;TUBA1A;TUBB;TUBB4A;TUBB6;UCHL1;USP1;USP2;VCP;WRN;YAP1,greedy_modularity_communities,STRING combined score,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,HYP_M001,GDF15,152,968,0.08434994771697456,ABL1;ACHE;ACTB;ADAM10;AKT1;ANXA5;APAF1;APP;AR;ARNT;ASCL1;ATF3;ATF6;ATM;ATP5F1A;ATRX;ATXN2;AURKA;AURKB;BAX;BCL2;BCL2L1;BCL2L11;BIRC5;BRCA1;CASP3;CASP7;CASP9;CBX1;CCN1;CCNA2;CCNB2;CCND1;CDC20;CDCA3;CDK1;CDK2;CDKN1A;CDKN1B;CFTR;CKB;CKS1B;CLCA1;CREB1;CYCS;DDIT4;DNMT1;DUSP1;EGFR;ENO1;EPAS1;ERG;ERRFI1;ESR1;ESR2;ESRRA;FBP1;FEN1;FKBP5;FOS;FOXA2;FUS;FXN;GDF15;GSK3A;HDAC3;HDAC6;HDAC9;HIF1A;HSPA1A;HSPA1B;HSPA5;HSPA9;HSPB1;HSPD1;HTT;IDE;IDH1;IER3;JUN;KIF22;KMT2A;KRT19;LGALS9;LMNA;LRG1;MAPK1;MAPT;MBD2;MCL1;MDM2;MDM4;MEN1;MITF;MMEL1;MOV10;MUC1;MYBL2;MYC;NAE1;NCOA1;NCOA3;NR3C1;NRGN;P4HB;PABPC1;PCLAF;PDIA3;PGR;PIN1;PKM;PLK1;PPP1CA;PRKN;PRMT1;PRNP;PTPN5;RAD52;RAF1;RAN;RARA;RHOC;RPS27A;RPSA;SELENBP1;SFN;SGK1;SMAD2;SMAD3;SNCA;SOX17;SOX2;SUMO1;SYNPO;SYP;TARDBP;TGM2;THRB;TK1;TNFRSF10B;TP53;TSG101;TUBA1A;TUBB;TUBB4A;TUBB6;UCHL1;USP1;USP2;VCP;WRN;YAP1,greedy_modularity_communities,STRING combined score,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,HYP_M001,GSK3A,152,968,0.08434994771697456,ABL1;ACHE;ACTB;ADAM10;AKT1;ANXA5;APAF1;APP;AR;ARNT;ASCL1;ATF3;ATF6;ATM;ATP5F1A;ATRX;ATXN2;AURKA;AURKB;BAX;BCL2;BCL2L1;BCL2L11;BIRC5;BRCA1;CASP3;CASP7;CASP9;CBX1;CCN1;CCNA2;CCNB2;CCND1;CDC20;CDCA3;CDK1;CDK2;CDKN1A;CDKN1B;CFTR;CKB;CKS1B;CLCA1;CREB1;CYCS;DDIT4;DNMT1;DUSP1;EGFR;ENO1;EPAS1;ERG;ERRFI1;ESR1;ESR2;ESRRA;FBP1;FEN1;FKBP5;FOS;FOXA2;FUS;FXN;GDF15;GSK3A;HDAC3;HDAC6;HDAC9;HIF1A;HSPA1A;HSPA1B;HSPA5;HSPA9;HSPB1;HSPD1;HTT;IDE;IDH1;IER3;JUN;KIF22;KMT2A;KRT19;LGALS9;LMNA;LRG1;MAPK1;MAPT;MBD2;MCL1;MDM2;MDM4;MEN1;MITF;MMEL1;MOV10;MUC1;MYBL2;MYC;NAE1;NCOA1;NCOA3;NR3C1;NRGN;P4HB;PABPC1;PCLAF;PDIA3;PGR;PIN1;PKM;PLK1;PPP1CA;PRKN;PRMT1;PRNP;PTPN5;RAD52;RAF1;RAN;RARA;RHOC;RPS27A;RPSA;SELENBP1;SFN;SGK1;SMAD2;SMAD3;SNCA;SOX17;SOX2;SUMO1;SYNPO;SYP;TARDBP;TGM2;THRB;TK1;TNFRSF10B;TP53;TSG101;TUBA1A;TUBB;TUBB4A;TUBB6;UCHL1;USP1;USP2;VCP;WRN;YAP1,greedy_modularity_communities,STRING combined score,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,HYP_M001,HDAC3,152,968,0.08434994771697456,ABL1;ACHE;ACTB;ADAM10;AKT1;ANXA5;APAF1;APP;AR;ARNT;ASCL1;ATF3;ATF6;ATM;ATP5F1A;ATRX;ATXN2;AURKA;AURKB;BAX;BCL2;BCL2L1;BCL2L11;BIRC5;BRCA1;CASP3;CASP7;CASP9;CBX1;CCN1;CCNA2;CCNB2;CCND1;CDC20;CDCA3;CDK1;CDK2;CDKN1A;CDKN1B;CFTR;CKB;CKS1B;CLCA1;CREB1;CYCS;DDIT4;DNMT1;DUSP1;EGFR;ENO1;EPAS1;ERG;ERRFI1;ESR1;ESR2;ESRRA;FBP1;FEN1;FKBP5;FOS;FOXA2;FUS;FXN;GDF15;GSK3A;HDAC3;HDAC6;HDAC9;HIF1A;HSPA1A;HSPA1B;HSPA5;HSPA9;HSPB1;HSPD1;HTT;IDE;IDH1;IER3;JUN;KIF22;KMT2A;KRT19;LGALS9;LMNA;LRG1;MAPK1;MAPT;MBD2;MCL1;MDM2;MDM4;MEN1;MITF;MMEL1;MOV10;MUC1;MYBL2;MYC;NAE1;NCOA1;NCOA3;NR3C1;NRGN;P4HB;PABPC1;PCLAF;PDIA3;PGR;PIN1;PKM;PLK1;PPP1CA;PRKN;PRMT1;PRNP;PTPN5;RAD52;RAF1;RAN;RARA;RHOC;RPS27A;RPSA;SELENBP1;SFN;SGK1;SMAD2;SMAD3;SNCA;SOX17;SOX2;SUMO1;SYNPO;SYP;TARDBP;TGM2;THRB;TK1;TNFRSF10B;TP53;TSG101;TUBA1A;TUBB;TUBB4A;TUBB6;UCHL1;USP1;USP2;VCP;WRN;YAP1,greedy_modularity_communities,STRING combined score,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,HYP_M001,HDAC6,152,968,0.08434994771697456,ABL1;ACHE;ACTB;ADAM10;AKT1;ANXA5;APAF1;APP;AR;ARNT;ASCL1;ATF3;ATF6;ATM;ATP5F1A;ATRX;ATXN2;AURKA;AURKB;BAX;BCL2;BCL2L1;BCL2L11;BIRC5;BRCA1;CASP3;CASP7;CASP9;CBX1;CCN1;CCNA2;CCNB2;CCND1;CDC20;CDCA3;CDK1;CDK2;CDKN1A;CDKN1B;CFTR;CKB;CKS1B;CLCA1;CREB1;CYCS;DDIT4;DNMT1;DUSP1;EGFR;ENO1;EPAS1;ERG;ERRFI1;ESR1;ESR2;ESRRA;FBP1;FEN1;FKBP5;FOS;FOXA2;FUS;FXN;GDF15;GSK3A;HDAC3;HDAC6;HDAC9;HIF1A;HSPA1A;HSPA1B;HSPA5;HSPA9;HSPB1;HSPD1;HTT;IDE;IDH1;IER3;JUN;KIF22;KMT2A;KRT19;LGALS9;LMNA;LRG1;MAPK1;MAPT;MBD2;MCL1;MDM2;MDM4;MEN1;MITF;MMEL1;MOV10;MUC1;MYBL2;MYC;NAE1;NCOA1;NCOA3;NR3C1;NRGN;P4HB;PABPC1;PCLAF;PDIA3;PGR;PIN1;PKM;PLK1;PPP1CA;PRKN;PRMT1;PRNP;PTPN5;RAD52;RAF1;RAN;RARA;RHOC;RPS27A;RPSA;SELENBP1;SFN;SGK1;SMAD2;SMAD3;SNCA;SOX17;SOX2;SUMO1;SYNPO;SYP;TARDBP;TGM2;THRB;TK1;TNFRSF10B;TP53;TSG101;TUBA1A;TUBB;TUBB4A;TUBB6;UCHL1;USP1;USP2;VCP;WRN;YAP1,greedy_modularity_communities,STRING combined score,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,HYP_M001,HDAC9,152,968,0.08434994771697456,ABL1;ACHE;ACTB;ADAM10;AKT1;ANXA5;APAF1;APP;AR;ARNT;ASCL1;ATF3;ATF6;ATM;ATP5F1A;ATRX;ATXN2;AURKA;AURKB;BAX;BCL2;BCL2L1;BCL2L11;BIRC5;BRCA1;CASP3;CASP7;CASP9;CBX1;CCN1;CCNA2;CCNB2;CCND1;CDC20;CDCA3;CDK1;CDK2;CDKN1A;CDKN1B;CFTR;CKB;CKS1B;CLCA1;CREB1;CYCS;DDIT4;DNMT1;DUSP1;EGFR;ENO1;EPAS1;ERG;ERRFI1;ESR1;ESR2;ESRRA;FBP1;FEN1;FKBP5;FOS;FOXA2;FUS;FXN;GDF15;GSK3A;HDAC3;HDAC6;HDAC9;HIF1A;HSPA1A;HSPA1B;HSPA5;HSPA9;HSPB1;HSPD1;HTT;IDE;IDH1;IER3;JUN;KIF22;KMT2A;KRT19;LGALS9;LMNA;LRG1;MAPK1;MAPT;MBD2;MCL1;MDM2;MDM4;MEN1;MITF;MMEL1;MOV10;MUC1;MYBL2;MYC;NAE1;NCOA1;NCOA3;NR3C1;NRGN;P4HB;PABPC1;PCLAF;PDIA3;PGR;PIN1;PKM;PLK1;PPP1CA;PRKN;PRMT1;PRNP;PTPN5;RAD52;RAF1;RAN;RARA;RHOC;RPS27A;RPSA;SELENBP1;SFN;SGK1;SMAD2;SMAD3;SNCA;SOX17;SOX2;SUMO1;SYNPO;SYP;TARDBP;TGM2;THRB;TK1;TNFRSF10B;TP53;TSG101;TUBA1A;TUBB;TUBB4A;TUBB6;UCHL1;USP1;USP2;VCP;WRN;YAP1,greedy_modularity_communities,STRING combined score,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,HYP_M001,HIF1A,152,968,0.08434994771697456,ABL1;ACHE;ACTB;ADAM10;AKT1;ANXA5;APAF1;APP;AR;ARNT;ASCL1;ATF3;ATF6;ATM;ATP5F1A;ATRX;ATXN2;AURKA;AURKB;BAX;BCL2;BCL2L1;BCL2L11;BIRC5;BRCA1;CASP3;CASP7;CASP9;CBX1;CCN1;CCNA2;CCNB2;CCND1;CDC20;CDCA3;CDK1;CDK2;CDKN1A;CDKN1B;CFTR;CKB;CKS1B;CLCA1;CREB1;CYCS;DDIT4;DNMT1;DUSP1;EGFR;ENO1;EPAS1;ERG;ERRFI1;ESR1;ESR2;ESRRA;FBP1;FEN1;FKBP5;FOS;FOXA2;FUS;FXN;GDF15;GSK3A;HDAC3;HDAC6;HDAC9;HIF1A;HSPA1A;HSPA1B;HSPA5;HSPA9;HSPB1;HSPD1;HTT;IDE;IDH1;IER3;JUN;KIF22;KMT2A;KRT19;LGALS9;LMNA;LRG1;MAPK1;MAPT;MBD2;MCL1;MDM2;MDM4;MEN1;MITF;MMEL1;MOV10;MUC1;MYBL2;MYC;NAE1;NCOA1;NCOA3;NR3C1;NRGN;P4HB;PABPC1;PCLAF;PDIA3;PGR;PIN1;PKM;PLK1;PPP1CA;PRKN;PRMT1;PRNP;PTPN5;RAD52;RAF1;RAN;RARA;RHOC;RPS27A;RPSA;SELENBP1;SFN;SGK1;SMAD2;SMAD3;SNCA;SOX17;SOX2;SUMO1;SYNPO;SYP;TARDBP;TGM2;THRB;TK1;TNFRSF10B;TP53;TSG101;TUBA1A;TUBB;TUBB4A;TUBB6;UCHL1;USP1;USP2;VCP;WRN;YAP1,greedy_modularity_communities,STRING combined score,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,HYP_M001,HSPA1A,152,968,0.08434994771697456,ABL1;ACHE;ACTB;ADAM10;AKT1;ANXA5;APAF1;APP;AR;ARNT;ASCL1;ATF3;ATF6;ATM;ATP5F1A;ATRX;ATXN2;AURKA;AURKB;BAX;BCL2;BCL2L1;BCL2L11;BIRC5;BRCA1;CASP3;CASP7;CASP9;CBX1;CCN1;CCNA2;CCNB2;CCND1;CDC20;CDCA3;CDK1;CDK2;CDKN1A;CDKN1B;CFTR;CKB;CKS1B;CLCA1;CREB1;CYCS;DDIT4;DNMT1;DUSP1;EGFR;ENO1;EPAS1;ERG;ERRFI1;ESR1;ESR2;ESRRA;FBP1;FEN1;FKBP5;FOS;FOXA2;FUS;FXN;GDF15;GSK3A;HDAC3;HDAC6;HDAC9;HIF1A;HSPA1A;HSPA1B;HSPA5;HSPA9;HSPB1;HSPD1;HTT;IDE;IDH1;IER3;JUN;KIF22;KMT2A;KRT19;LGALS9;LMNA;LRG1;MAPK1;MAPT;MBD2;MCL1;MDM2;MDM4;MEN1;MITF;MMEL1;MOV10;MUC1;MYBL2;MYC;NAE1;NCOA1;NCOA3;NR3C1;NRGN;P4HB;PABPC1;PCLAF;PDIA3;PGR;PIN1;PKM;PLK1;PPP1CA;PRKN;PRMT1;PRNP;PTPN5;RAD52;RAF1;RAN;RARA;RHOC;RPS27A;RPSA;SELENBP1;SFN;SGK1;SMAD2;SMAD3;SNCA;SOX17;SOX2;SUMO1;SYNPO;SYP;TARDBP;TGM2;THRB;TK1;TNFRSF10B;TP53;TSG101;TUBA1A;TUBB;TUBB4A;TUBB6;UCHL1;USP1;USP2;VCP;WRN;YAP1,greedy_modularity_communities,STRING combined score,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,HYP_M001,HSPA1B,152,968,0.08434994771697456,ABL1;ACHE;ACTB;ADAM10;AKT1;ANXA5;APAF1;APP;AR;ARNT;ASCL1;ATF3;ATF6;ATM;ATP5F1A;ATRX;ATXN2;AURKA;AURKB;BAX;BCL2;BCL2L1;BCL2L11;BIRC5;BRCA1;CASP3;CASP7;CASP9;CBX1;CCN1;CCNA2;CCNB2;CCND1;CDC20;CDCA3;CDK1;CDK2;CDKN1A;CDKN1B;CFTR;CKB;CKS1B;CLCA1;CREB1;CYCS;DDIT4;DNMT1;DUSP1;EGFR;ENO1;EPAS1;ERG;ERRFI1;ESR1;ESR2;ESRRA;FBP1;FEN1;FKBP5;FOS;FOXA2;FUS;FXN;GDF15;GSK3A;HDAC3;HDAC6;HDAC9;HIF1A;HSPA1A;HSPA1B;HSPA5;HSPA9;HSPB1;HSPD1;HTT;IDE;IDH1;IER3;JUN;KIF22;KMT2A;KRT19;LGALS9;LMNA;LRG1;MAPK1;MAPT;MBD2;MCL1;MDM2;MDM4;MEN1;MITF;MMEL1;MOV10;MUC1;MYBL2;MYC;NAE1;NCOA1;NCOA3;NR3C1;NRGN;P4HB;PABPC1;PCLAF;PDIA3;PGR;PIN1;PKM;PLK1;PPP1CA;PRKN;PRMT1;PRNP;PTPN5;RAD52;RAF1;RAN;RARA;RHOC;RPS27A;RPSA;SELENBP1;SFN;SGK1;SMAD2;SMAD3;SNCA;SOX17;SOX2;SUMO1;SYNPO;SYP;TARDBP;TGM2;THRB;TK1;TNFRSF10B;TP53;TSG101;TUBA1A;TUBB;TUBB4A;TUBB6;UCHL1;USP1;USP2;VCP;WRN;YAP1,greedy_modularity_communities,STRING combined score,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,HYP_M001,HSPA5,152,968,0.08434994771697456,ABL1;ACHE;ACTB;ADAM10;AKT1;ANXA5;APAF1;APP;AR;ARNT;ASCL1;ATF3;ATF6;ATM;ATP5F1A;ATRX;ATXN2;AURKA;AURKB;BAX;BCL2;BCL2L1;BCL2L11;BIRC5;BRCA1;CASP3;CASP7;CASP9;CBX1;CCN1;CCNA2;CCNB2;CCND1;CDC20;CDCA3;CDK1;CDK2;CDKN1A;CDKN1B;CFTR;CKB;CKS1B;CLCA1;CREB1;CYCS;DDIT4;DNMT1;DUSP1;EGFR;ENO1;EPAS1;ERG;ERRFI1;ESR1;ESR2;ESRRA;FBP1;FEN1;FKBP5;FOS;FOXA2;FUS;FXN;GDF15;GSK3A;HDAC3;HDAC6;HDAC9;HIF1A;HSPA1A;HSPA1B;HSPA5;HSPA9;HSPB1;HSPD1;HTT;IDE;IDH1;IER3;JUN;KIF22;KMT2A;KRT19;LGALS9;LMNA;LRG1;MAPK1;MAPT;MBD2;MCL1;MDM2;MDM4;MEN1;MITF;MMEL1;MOV10;MUC1;MYBL2;MYC;NAE1;NCOA1;NCOA3;NR3C1;NRGN;P4HB;PABPC1;PCLAF;PDIA3;PGR;PIN1;PKM;PLK1;PPP1CA;PRKN;PRMT1;PRNP;PTPN5;RAD52;RAF1;RAN;RARA;RHOC;RPS27A;RPSA;SELENBP1;SFN;SGK1;SMAD2;SMAD3;SNCA;SOX17;SOX2;SUMO1;SYNPO;SYP;TARDBP;TGM2;THRB;TK1;TNFRSF10B;TP53;TSG101;TUBA1A;TUBB;TUBB4A;TUBB6;UCHL1;USP1;USP2;VCP;WRN;YAP1,greedy_modularity_communities,STRING combined score,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,HYP_M001,HSPA9,152,968,0.08434994771697456,ABL1;ACHE;ACTB;ADAM10;AKT1;ANXA5;APAF1;APP;AR;ARNT;ASCL1;ATF3;ATF6;ATM;ATP5F1A;ATRX;ATXN2;AURKA;AURKB;BAX;BCL2;BCL2L1;BCL2L11;BIRC5;BRCA1;CASP3;CASP7;CASP9;CBX1;CCN1;CCNA2;CCNB2;CCND1;CDC20;CDCA3;CDK1;CDK2;CDKN1A;CDKN1B;CFTR;CKB;CKS1B;CLCA1;CREB1;CYCS;DDIT4;DNMT1;DUSP1;EGFR;ENO1;EPAS1;ERG;ERRFI1;ESR1;ESR2;ESRRA;FBP1;FEN1;FKBP5;FOS;FOXA2;FUS;FXN;GDF15;GSK3A;HDAC3;HDAC6;HDAC9;HIF1A;HSPA1A;HSPA1B;HSPA5;HSPA9;HSPB1;HSPD1;HTT;IDE;IDH1;IER3;JUN;KIF22;KMT2A;KRT19;LGALS9;LMNA;LRG1;MAPK1;MAPT;MBD2;MCL1;MDM2;MDM4;MEN1;MITF;MMEL1;MOV10;MUC1;MYBL2;MYC;NAE1;NCOA1;NCOA3;NR3C1;NRGN;P4HB;PABPC1;PCLAF;PDIA3;PGR;PIN1;PKM;PLK1;PPP1CA;PRKN;PRMT1;PRNP;PTPN5;RAD52;RAF1;RAN;RARA;RHOC;RPS27A;RPSA;SELENBP1;SFN;SGK1;SMAD2;SMAD3;SNCA;SOX17;SOX2;SUMO1;SYNPO;SYP;TARDBP;TGM2;THRB;TK1;TNFRSF10B;TP53;TSG101;TUBA1A;TUBB;TUBB4A;TUBB6;UCHL1;USP1;USP2;VCP;WRN;YAP1,greedy_modularity_communities,STRING combined score,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
