gene_symbol,gene_id,chemical,chemical_identity,exact_evidence_rows,exact_human_supported,exact_experimental_supported,CTD_support,PubChem_support,ChEMBL_support,number_independent_sources,number_independent_references,number_species,evidence_species,evidence_tiers,evidence_types,evidence_directions,evidence_role,direct_target_binding_flag,metabolism_related_flag,ambiguous_direction_flag,evidence_source_databases,evidence_provenance,parent_naphthalene_rows_in_primary,primary_universe_rule,in_thyroid_disease_set,in_hypertension_disease_set,branch_class,thyroid_disease_id,thyroid_disease_name,thyroid_disease_relevance_score,thyroid_disease_rank,thyroid_source,thyroid_association_scope,hypertension_disease_id,hypertension_disease_name,hypertension_disease_relevance_score,hypertension_disease_rank,hypertension_source,hypertension_association_scope,branch_evidence_note
STP,P50225,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,4,True,False,False,False,True,1,4,1,Homo sapiens,Tier A,target activity / physicochemical assay,,ambiguous_direction;direct_binding;gene_to_chemical_metabolism,True,True,True,ChEMBL,ChEMBL|ChEMBL-assay:CHEMBL1743314; ChEMBL-document:CHEMBL1743201|Homo sapiens|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL4482693; ChEMBL-document:CHEMBL4482315|Homo sapiens|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL4482694; ChEMBL-document:CHEMBL4482315|Homo sapiens|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL4482692; ChEMBL-document:CHEMBL4482315|Homo sapiens|nan|target activity / physicochemical assay,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
STP2,P50226,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,True,False,False,False,True,1,1,1,Homo sapiens,Tier A,target activity / physicochemical assay,,ambiguous_direction;direct_binding,True,False,True,ChEMBL,ChEMBL|ChEMBL-assay:CHEMBL1743315; ChEMBL-document:CHEMBL1743201|Homo sapiens|nan|target activity / physicochemical assay,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
SULT1A1,6817,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,False,True,True,False,False,1,1,1,Bos taurus,Tier B,curated chemical-gene interaction,increases,other_exact_interaction,False,False,False,CTD,CTD|CTD-PMID:8890738|Bos taurus|increases|curated chemical-gene interaction,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0060980676022975,2561,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
SULT1E1,6783,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,True,False,False,True,False,1,1,1,Homo sapiens,Tier A,bioassay activity,Unspecified,ambiguous_direction;bioassay_target,False,False,True,PubChem BioAssay,PubChem BioAssay|PubChem-AID:747|Homo sapiens|Unspecified|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
SULT4A1,25830;Q9BR01,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,3,True,True,True,False,True,2,2,2,Homo sapiens;Mus musculus,Tier A;Tier B,curated chemical-gene interaction;target activity / physicochemical assay,increases,ambiguous_direction;direct_binding;gene_to_chemical_metabolism,True,True,True,CTD;ChEMBL,CTD|CTD-PMID:12039030|Homo sapiens|increases|curated chemical-gene interaction;CTD|CTD-PMID:12039030|Mus musculus|increases|curated chemical-gene interaction;ChEMBL|ChEMBL-assay:CHEMBL1743313; ChEMBL-document:CHEMBL1743201|Homo sapiens|nan|target activity / physicochemical assay,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
St1a1,P17988,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,3,False,True,False,False,True,1,3,1,Rattus norvegicus,Tier B,target activity / physicochemical assay,,ambiguous_direction;direct_binding;gene_to_chemical_metabolism,True,True,True,ChEMBL,ChEMBL|ChEMBL-assay:CHEMBL651158; ChEMBL-document:CHEMBL1135676|Rattus norvegicus|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL651159; ChEMBL-document:CHEMBL1135676|Rattus norvegicus|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL846524; ChEMBL-document:CHEMBL1135676|Rattus norvegicus|nan|target activity / physicochemical assay,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
Staphylococcus aureus,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,2,False,True,False,False,True,1,2,1,Staphylococcus aureus,Tier B,target activity / physicochemical assay,,ambiguous_direction;other_exact_interaction,False,False,True,ChEMBL,ChEMBL|ChEMBL-assay:CHEMBL3240841; ChEMBL-document:CHEMBL3232989|Staphylococcus aureus|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL3240840; ChEMBL-document:CHEMBL3232989|Staphylococcus aureus|nan|target activity / physicochemical assay,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
Sult1a1,83783,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,3,False,True,False,True,False,1,3,1,Rattus norvegicus,Tier B,bioassay activity,Active;Unspecified,ambiguous_direction;bioassay_target;gene_to_chemical_metabolism,False,True,True,PubChem BioAssay,PubChem BioAssay|PubChem-AID:39219; PMID:12459019|Rattus norvegicus|Active|bioassay activity;PubChem BioAssay|PubChem-AID:39220; PMID:12459019|Rattus norvegicus|Unspecified|bioassay activity;PubChem BioAssay|PubChem-AID:229377; PMID:12459019|Rattus norvegicus|Unspecified|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
Synonyms=UGT2B8,P54855,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,True,False,False,False,True,1,1,1,Homo sapiens,Tier A,target activity / physicochemical assay,,ambiguous_direction;direct_binding,True,False,True,ChEMBL,ChEMBL|ChEMBL-assay:CHEMBL1908090; ChEMBL-document:CHEMBL1907987|Homo sapiens|nan|target activity / physicochemical assay,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
THRB,7068,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,True,False,True,False,False,1,1,1,Homo sapiens,Tier A,curated chemical-gene interaction,affects;decreases,direct_binding,True,False,False,CTD,CTD|CTD-PMID:18584933|Homo sapiens|affects;decreases|curated chemical-gene interaction,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.011997595746015,746,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.003695798546847,3372,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
TP53,7157,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,24,True,False,False,True,False,1,8,1,Homo sapiens,Tier A,bioassay activity,Inactive;Inconclusive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:651631|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:651631|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:720552|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:720552|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963577|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963577|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963578|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963578|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963582|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963582|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963582|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963582|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963583|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963583|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963583|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963583|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963584|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963584|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963584|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963584|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963585|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963585|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963585|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963585|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.0180805057492221,650,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.0396533267184362,451,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
TRHR,7201,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,8,True,False,False,True,False,1,4,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1346877|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1346877|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1346891|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1346891|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347030|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347030|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347038|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347038|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.003695798546847,1424,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.0095012820975192,1895,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
TSHR,7253,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,10,True,False,False,True,False,1,5,1,Homo sapiens,Tier A,bioassay activity,Inactive;Inconclusive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1224843|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1224843|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1224895|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1224895|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259385|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259385|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259393|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259393|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259395|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259395|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.7055254222897115,1,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.0147846314423785,1313,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
Thrb,24831,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,6,False,True,False,True,False,1,3,1,Rattus norvegicus,Tier B,bioassay activity,Inactive;Inconclusive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:743065|Rattus norvegicus|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743065|Rattus norvegicus|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743066|Rattus norvegicus|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743066|Rattus norvegicus|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743067|Rattus norvegicus|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743067|Rattus norvegicus|Inconclusive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
UGT1A1,54658,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,True,False,False,True,False,1,1,1,Homo sapiens,Tier A,bioassay activity,Unspecified,ambiguous_direction;bioassay_target,False,False,True,PubChem BioAssay,PubChem BioAssay|PubChem-AID:624606; PMID:10836148|Homo sapiens|Unspecified|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0192537350139055,1039,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
UGT1A10,54575,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,True,False,False,True,False,1,1,1,Homo sapiens,Tier A,bioassay activity,Unspecified,ambiguous_direction;bioassay_target,False,False,True,PubChem BioAssay,PubChem BioAssay|PubChem-AID:624613; PMID:10836148|Homo sapiens|Unspecified|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
UGT1A4,54657,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,True,False,False,True,False,1,1,1,Homo sapiens,Tier A,bioassay activity,Unspecified,ambiguous_direction;bioassay_target,False,False,True,PubChem BioAssay,PubChem BioAssay|PubChem-AID:624608; PMID:10836148|Homo sapiens|Unspecified|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0022174791281082,4327,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
UGT1A6,54578,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,True,False,False,True,False,1,1,1,Homo sapiens,Tier A,bioassay activity,Unspecified,ambiguous_direction;bioassay_target,False,False,True,PubChem BioAssay,PubChem BioAssay|PubChem-AID:624609; PMID:10836148|Homo sapiens|Unspecified|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
UGT1A7,54577,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,2,True,True,True,True,False,2,2,2,Homo sapiens;Oryctolagus cuniculus,Tier A;Tier B,bioassay activity;curated chemical-gene interaction,Unspecified;increases,ambiguous_direction;bioassay_target;gene_to_chemical_metabolism,False,True,True,CTD;PubChem BioAssay,CTD|CTD-PMID:9264550|Oryctolagus cuniculus|increases|curated chemical-gene interaction;PubChem BioAssay|PubChem-AID:624610; PMID:10836148|Homo sapiens|Unspecified|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0014783194187388,4769,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
UGT1A9,54600,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,True,False,False,True,False,1,1,1,Homo sapiens,Tier A,bioassay activity,Unspecified,ambiguous_direction;bioassay_target,False,False,True,PubChem BioAssay,PubChem BioAssay|PubChem-AID:624612; PMID:10836148|Homo sapiens|Unspecified|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0055231656061213,2686,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
UGT2B1,71773,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,False,True,True,False,False,1,1,1,Rattus norvegicus,Tier B,curated chemical-gene interaction,increases,gene_to_chemical_metabolism,False,True,False,CTD,CTD|CTD-PMID:8302279|Rattus norvegicus|increases|curated chemical-gene interaction,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
UGT2B15,7366,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,3,True,True,True,True,False,2,3,2,Homo sapiens;Rattus norvegicus,Tier A;Tier B,bioassay activity;curated chemical-gene interaction,Unspecified;increases,ambiguous_direction;bioassay_target;gene_to_chemical_metabolism,False,True,True,CTD;PubChem BioAssay,CTD|CTD-PMID:7835232|Homo sapiens|increases|curated chemical-gene interaction;CTD|CTD-PMID:7574722|Rattus norvegicus|increases|curated chemical-gene interaction;PubChem BioAssay|PubChem-AID:624616; PMID:10836148|Homo sapiens|Unspecified|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
UL50,3077439,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,False,True,False,True,False,1,1,1,Human betaherpesvirus 5,Tier B,bioassay activity,Inactive,bioassay_target;direct_binding,True,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1918969|Human betaherpesvirus 5|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
UL53,3077575,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,False,True,False,True,False,1,1,1,Human betaherpesvirus 5,Tier B,bioassay activity,Inactive,bioassay_target;direct_binding,True,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1918969|Human betaherpesvirus 5|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
Unchecked,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,False,True,False,False,True,1,1,1,Unknown,Tier B,target activity / physicochemical assay,,ambiguous_direction;direct_binding,True,False,True,ChEMBL,ChEMBL|ChEMBL-assay:CHEMBL4222538; ChEMBL-document:CHEMBL4219150|Unknown|nan|target activity / physicochemical assay,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
VDR,7421,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,8,True,False,False,True,False,1,4,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:743222|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743222|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743223|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743223|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743241|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743241|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743242|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743242|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.0140796683788551,693,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.358345627495405,72,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
YAP1,10413,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,True,False,False,True,False,1,1,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target;direct_binding,True,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1259422|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0237356598615495,824,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
Zone of skin,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,2,True,False,False,False,True,1,2,1,Homo sapiens,Tier A,target activity / physicochemical assay,,ambiguous_direction;other_exact_interaction,False,False,True,ChEMBL,ChEMBL|ChEMBL-assay:CHEMBL925052; ChEMBL-document:CHEMBL1140614|Homo sapiens|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL926551; ChEMBL-document:CHEMBL1141284|Homo sapiens|nan|target activity / physicochemical assay,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
norA,P0A0J7,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,False,True,False,False,True,1,1,1,Staphylococcus aureus,Tier B,target activity / physicochemical assay,,ambiguous_direction;direct_binding,True,False,True,ChEMBL,ChEMBL|ChEMBL-assay:CHEMBL3240837; ChEMBL-document:CHEMBL3232989|Staphylococcus aureus|nan|target activity / physicochemical assay,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
radA,41713747,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,False,True,False,True,False,1,1,1,Pyrococcus furiosus DSM 3638,Tier B,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1799876; PMID:23344974|Pyrococcus furiosus DSM 3638|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
rep,P0DTD1,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,False,True,False,False,True,1,1,1,Severe acute respiratory syndrome coronavirus 2,Tier B,target activity / physicochemical assay,,ambiguous_direction;direct_binding,True,False,True,ChEMBL,ChEMBL|ChEMBL-assay:CHEMBL4495582; ChEMBL-document:CHEMBL4495564|Severe acute respiratory syndrome coronavirus 2|nan|target activity / physicochemical assay,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
