module,tier,drug,n_pairs,n_datasets,n_trajectories,median_rho_state_vs_lnIC50,mean_rho_state_vs_lnIC50,fraction_negative_rho,min_pairwise_p,putative_target,pathway,drug_sensitivity_score,within_module_min_p_BH
CORUM::788::Exosome,T2_subtype,Axitinib,10,2,5,-0.15647773279352228,-0.09100284495021337,0.7,0.0039758962780447925,"PDGFR, KIT, VEGFR",RTK signaling,0.1095344129554656,0.024922081547744186
CORUM::788::Exosome,T2_subtype,Alisertib,10,2,5,-0.151125703564728,-0.06529428510173055,0.7,0.03864639892136363,AURKA,Mitosis,0.10578799249530958,0.07987501090472417
CORUM::788::Exosome,T2_subtype,Doramapimod,10,2,5,-0.14749972644709486,-0.111616150563519,0.7,0.0044501053013395785,"p38, JNK2",JNK and p38 signaling,0.10324980851296639,0.02550477444188855
CORUM::788::Exosome,T2_subtype,Ruxolitinib,10,2,5,-0.1454559526446561,-0.12566801619433196,0.7,0.0023011485213931667,"JAK1, JAK2","Other, kinases",0.10181916685125927,0.01877444984120774
CORUM::788::Exosome,T2_subtype,JQ1,10,2,5,-0.13674089068825912,-0.07461538461538461,0.7,0.0038129141711816445,"BRD2, BRD3, BRD4, BRDT",Chromatin other,0.09571862348178138,0.024533768578164562
CORUM::788::Exosome,T2_subtype,Nutlin-3a (-),10,2,5,-0.12729831144465295,-0.09335890941795949,0.7,0.0033894535118030897,MDM2,p53 pathway,0.08910881801125706,0.022739958474011206
CORUM::788::Exosome,T2_subtype,OSI-027,10,2,5,-0.1466706609838831,-0.041410305338418316,0.6,0.017955313929996938,"MTORC1, MTORC2",PI3K/MTOR signaling,0.08800239659032985,0.05184849078662038
CORUM::788::Exosome,T2_subtype,Navitoclax,10,2,5,-0.09607324812716342,-0.08427393721360346,0.9,0.09421149069504983,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,0.08646592331444708,0.14036146729639307
CORUM::788::Exosome,T2_subtype,Nilotinib,10,2,5,-0.12200459568880623,-0.11473903052850423,0.7,0.0001615995368270387,ABL,ABL signaling,0.08540321698216435,0.005742308252431028
CORUM::788::Exosome,T2_subtype,Olaparib,10,2,5,-0.13822948553372175,-0.0794060432507159,0.6,0.0013734979977796345,"PARP1, PARP2",Genome integrity,0.08293769132023304,0.014707874392890253
CORUM::788::Exosome,T2_subtype,SB590885,10,2,5,-0.11808731808731807,-0.0893697341065762,0.7,0.009544018648948173,BRAF,ERK MAPK signaling,0.08266112266112265,0.03772724013408909
CORUM::788::Exosome,T2_subtype,GW441756,10,2,5,-0.11401137980085349,-0.05980851296640771,0.7,0.08269162862304863,NTRK1,RTK signaling,0.07980796586059744,0.12802258166339456
CORUM::788::Exosome,T2_subtype,Talazoparib,10,2,5,-0.1136429952219426,-0.1031750373855637,0.7,0.0004731308987668898,"PARP1, PARP2",Genome integrity,0.07955009665535981,0.009353433921776207
CORUM::788::Exosome,T2_subtype,Gemcitabine,10,2,5,-0.11032388663967611,-0.0845748987854251,0.7,0.00710269004389997,Pyrimidine antimetabolite,DNA replication,0.07722672064777328,0.030678846071971296
CORUM::788::Exosome,T2_subtype,Vorinostat,10,2,5,-0.10985884670095196,-0.04834226939490097,0.7,0.02418748502086211,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,0.07690119269066636,0.06124318867351292
CORUM::788::Exosome,T2_subtype,Serdemetan,10,2,5,-0.1272267206477733,-0.0958698982383193,0.6,0.0017426846421706756,MDM2,p53 pathway,0.07633603238866397,0.016286180110467768
CORUM::788::Exosome,T2_subtype,Foretinib,10,2,5,-0.12229837771633438,-0.07974811064594346,0.6,0.006040138210568551,"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",RTK signaling,0.07337902662980063,0.028118640075422825
CORUM::788::Exosome,T2_subtype,AZD5438,10,2,5,-0.10394736842105262,-0.12040485829959513,0.7,0.00018596424908508762,CDK2,Cell cycle,0.07276315789473684,0.005742308252431028
CORUM::788::Exosome,T2_subtype,Mirin,10,2,5,-0.11810506566604129,-0.09326943871939666,0.6,0.012378565515787917,MRE11,Genome integrity,0.07086303939962477,0.04193148844466878
CORUM::788::Exosome,T2_subtype,Lenalidomide,10,2,5,-0.09893314366998579,-0.05105153736732684,0.7,0.011915951296492719,CRBN,Protein stability and degradation,0.06925320056899005,0.04166529909113781
CORUM::788::Exosome,T2_subtype,PLX-4720,10,2,5,-0.0977214377406932,-0.09259454922484449,0.7,0.028944401434208077,BRAF,ERK MAPK signaling,0.06840500641848524,0.0669968113754221
CORUM::788::Exosome,T2_subtype,NU7441,10,2,5,-0.09661341503446766,-0.06224860488018384,0.7,0.02838976154144397,DNAPK,Genome integrity,0.06762939052412735,0.066937327671111
CORUM::788::Exosome,T2_subtype,LCL161,10,2,5,-0.10872420262664165,-0.07357763609368229,0.6,0.028792520289767684,"XIAP, cIAP1, cIAP2",Apoptosis regulation,0.06523452157598499,0.0669968113754221
CORUM::788::Exosome,T2_subtype,AGI-6780,10,2,5,-0.09258911819887432,-0.09639411901286099,0.7,0.022544858679249304,IDH2(R140Q),Metabolism,0.06481238273921201,0.05844144483342196
CORUM::788::Exosome,T2_subtype,Tamoxifen,10,2,5,-0.10350147718568772,-0.06479483532115111,0.6,0.013040165546841455,ESR1,Hormone-related,0.06210088631141263,0.042421804373901945
CORUM::788::Exosome,T2_subtype,Docetaxel,10,2,5,-0.09979677020755327,-0.07037990493702945,0.6,0.03065101985025843,Microtubule stabiliser,Mitosis,0.059878062124531964,0.06929772306381346
CORUM::788::Exosome,T2_subtype,RO-3306,10,2,5,-0.09797570850202429,-0.07154447970237444,0.6,0.004279880872590641,CDK1,Cell cycle,0.058785425101214574,0.02550477444188855
CORUM::788::Exosome,T2_subtype,AZD8055,10,2,5,-0.08298901251404461,-0.0696256461853381,0.7,0.06712084482020997,"MTORC1, MTORC2",PI3K/MTOR signaling,0.05809230875983123,0.11135224998453054
CORUM::788::Exosome,T2_subtype,AZD6738,10,2,5,-0.09231316336579495,-0.05004814531130321,0.6,0.012344477480101973,ATR,Genome integrity,0.055387898019476973,0.04193148844466878
CORUM::788::Exosome,T2_subtype,Wnt-C59,10,2,5,-0.09212007504690434,-0.08301087895439628,0.6,0.02181622355654,PORCN,WNT signaling,0.0552720450281426,0.05840384847948729
CORUM::788::Exosome,T2_subtype,Rucaparib,10,2,5,-0.06542291279133385,-0.09333132727869568,0.8,0.002832100130905161,"PARP1, PARP2",Genome integrity,0.05233833023306708,0.02157065932907133
CORUM::788::Exosome,T2_subtype,Temozolomide,10,2,5,-0.07342159973738921,-0.07669602801181749,0.7,0.029448762172640766,DNA alkylating agent,DNA replication,0.051395119816172445,0.0675743917711489
CORUM::788::Exosome,T2_subtype,AZD7762,10,2,5,-0.08406487607386197,-0.05078305519897305,0.6,0.018489256289329552,"CHEK1, CHEK2",Cell cycle,0.05043892564431718,0.05232589515525639
CORUM::788::Exosome,T2_subtype,BMS-345541,10,2,5,-0.0786137673172333,-0.033194377353555786,0.6,0.04125974055055023,"IKK1, IKK2","Other, kinases",0.04716826039033998,0.08399716325378677
CORUM::788::Exosome,T2_subtype,Temsirolimus,10,2,5,-0.07199912463070357,-0.05414159098369625,0.6,0.004493567779577268,MTOR,PI3K/MTOR signaling,0.04319947477842214,0.02550477444188855
CORUM::788::Exosome,T2_subtype,Vismodegib,10,2,5,-0.066686727213043,-0.06305722726775359,0.6,0.0003018913538494179,SMO,Other,0.0400120363278258,0.007038028312940487
CORUM::788::Exosome,T2_subtype,Methotrexate,10,2,5,-0.0663447860816282,-0.03739085239085238,0.6,0.06344054741173209,Antimetabolite,DNA replication,0.039806871648976914,0.10788010692371522
CORUM::788::Exosome,T2_subtype,Bleomycin (50 uM),10,2,5,-0.0638692625534731,-0.06764098395677344,0.6,0.005379138521671326,dsDNA break induction,DNA replication,0.038321557532083855,0.028118640075422825
CORUM::788::Exosome,T2_subtype,ZM447439,10,2,5,-0.04524291497975709,-0.05776069591859066,0.8,0.022075794595774623,"AURKA, AURKB",Mitosis,0.03619433198380567,0.05844144483342196
CORUM::788::Exosome,T2_subtype,Veliparib,10,2,5,-0.04265784002626108,-0.07319947477842215,0.7,0.039968794318987505,"PARP1, PARP2",Genome integrity,0.029860488018382755,0.08184844733051624
CORUM::788::Exosome,T2_subtype,IAP_5620,10,2,5,-0.04362348178137652,-0.05139676113360324,0.6,0.024498240128496825,IAP,Other,0.02617408906882591,0.061424855736816435
CORUM::788::Exosome,T2_subtype,Tanespimycin,10,2,5,-0.0419083050661998,-0.0323273881168618,0.6,0.0893410014769768,HSP90,Protein stability and degradation,0.02514498303971988,0.1350625728210767
CORUM::788::Exosome,T2_subtype,Pevonedistat,10,2,5,-0.038195407165658876,-0.004965827295346748,0.6,0.07636280849780562,NAE,Other,0.022917244299395324,0.12225640769528821
CORUM::788::Exosome,T2_subtype,XAV939,10,2,5,-0.030805526569326315,-0.07085332493548153,0.6,0.0020247259778241756,"TNKS1, TNKS2",WNT signaling,0.018483315941595788,0.01734515254336044
CORUM::788::Exosome,T2_subtype,Vinorelbine,10,2,5,-0.028630664751208047,-0.0036123808280005194,0.6,0.15765204586475257,Microtubule destabiliser,Mitosis,0.01717839885072483,0.1986106656237324
CORUM::788::Exosome,T2_subtype,GSK1904529A,10,2,5,-0.02379788779277371,-0.042270017551292144,0.6,0.06924977603544516,"IGF1R, IR",RTK signaling,0.014278732675664227,0.11372007949590675
CORUM::788::Exosome,T2_subtype,Dabrafenib,10,2,5,-0.014878542510121459,-0.046399679031257975,0.6,0.01501450818167238,BRAF,ERK MAPK signaling,0.008927125506072876,0.04661778794040741
CORUM::788::Exosome,T2_subtype,SB216763,10,2,5,-0.011519255493430528,-0.00321076341162424,0.6,0.15576929018461663,"GSK3A, GSK3B",WNT signaling,0.006911553296058317,0.1976923830985011
REACTOME::REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,T2_subtype,Sepantronium bromide,10,2,5,-0.13885545464492832,-0.07842761790130211,0.6,0.012292522652096736,BIRC5,Apoptosis regulation,0.083313272786957,0.029812036255906085
REACTOME::REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,T2_subtype,AZD1332,10,2,5,-0.130668016194332,-0.019514170040485827,0.6,0.0014777527449986198,"NTRK1, NTRK2, NTRK3",RTK signaling,0.0784008097165992,0.010767194214370189
REACTOME::REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,T2_subtype,Cytarabine,10,2,5,-0.12955182072829133,0.03776121543923403,0.6,0.0003045252237591357,Antimetabolite,Other,0.07773109243697479,0.005590213036149849
REACTOME::REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,T2_subtype,Navitoclax,10,2,5,-0.09146341463414637,-0.05485707194307965,0.8,0.09421149069504983,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,0.0731707317073171,0.1225941929550775
REACTOME::REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,T2_subtype,Trametinib,10,2,5,-0.08313019250118095,-0.017397270876089874,0.6,0.29760904586773035,"MEK1, MEK2",ERK MAPK signaling,0.049878115500708566,0.3084093741451883
REACTOME::REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,T2_subtype,Lestaurtinib,10,2,5,-0.06776999671736514,0.017354743407374994,0.6,0.0008273874732842825,"FLT3, JAK2, NTRK1, NTRK2, NTRK3","Other, kinases",0.04066199803041908,0.008505543225362424
REACTOME::REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,T2_subtype,SB505124,10,2,5,-0.06480201441690531,-0.007963858990816636,0.6,0.09779264460860772,"TGFBR1, ACVR1B, ACVR1C",RTK signaling,0.03888120865014318,0.1262950234392572
REACTOME::REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,T2_subtype,Selumetinib,10,2,5,-0.060462130937098846,-0.02798558309469735,0.6,0.12191667046292802,"MEK1, MEK2",ERK MAPK signaling,0.036277278562259305,0.14849566023209715
REACTOME::REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,T2_subtype,PD173074,10,2,5,-0.05461757303862566,0.022083378925484176,0.6,0.0031415580453448603,"FGFR1, FGFR2, FGFR3",RTK signaling,0.032770543823175395,0.016500640321369157
REACTOME::REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,T2_subtype,AZD8186,10,2,5,-0.03942170915855127,-0.0735709596235912,0.6,0.009629740552354117,"PI3Kbeta, PI3Kdelta",PI3K/MTOR signaling,0.02365302549513076,0.026328120446329872
REACTOME::REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,T2_subtype,Refametinib,10,2,5,-0.03299595141700405,0.01516194331983806,0.6,0.21184500675005546,"MEK1, MEK2",ERK MAPK signaling,0.01979757085020243,0.23020789317025053
REACTOME::REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,T2_subtype,XAV939,10,2,5,-0.02210307473465368,-0.06880226528493538,0.6,0.0020247259778241756,"TNKS1, TNKS2",WNT signaling,0.013261844840792207,0.012535517614809357
REACTOME::REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,T2_subtype,Rucaparib,10,2,5,-0.02002680818470292,0.01479045847466901,0.6,0.060757903354970735,"PARP1, PARP2",Genome integrity,0.012016084910821751,0.08874410382844945
REACTOME::REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,T2_subtype,ZM447439,10,2,5,-0.014170040485829961,0.037587263376737054,0.6,0.003238750041650801,"AURKA, AURKB",Mitosis,0.008502024291497977,0.016647175214085118
REACTOME::REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,T2_subtype,Sepantronium bromide,10,2,5,-0.13885545464492832,-0.07842761790130211,0.6,0.012292522652096736,BIRC5,Apoptosis regulation,0.083313272786957,0.029812036255906085
REACTOME::REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,T2_subtype,AZD1332,10,2,5,-0.130668016194332,-0.019514170040485827,0.6,0.0014777527449986198,"NTRK1, NTRK2, NTRK3",RTK signaling,0.0784008097165992,0.010767194214370189
REACTOME::REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,T2_subtype,Cytarabine,10,2,5,-0.12955182072829133,0.03776121543923403,0.6,0.0003045252237591357,Antimetabolite,Other,0.07773109243697479,0.005590213036149849
REACTOME::REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,T2_subtype,Navitoclax,10,2,5,-0.09146341463414637,-0.05485707194307965,0.8,0.09421149069504983,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,0.0731707317073171,0.1225941929550775
REACTOME::REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,T2_subtype,Trametinib,10,2,5,-0.08313019250118095,-0.017397270876089874,0.6,0.29760904586773035,"MEK1, MEK2",ERK MAPK signaling,0.049878115500708566,0.3084093741451883
REACTOME::REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,T2_subtype,Lestaurtinib,10,2,5,-0.06776999671736514,0.017354743407374994,0.6,0.0008273874732842825,"FLT3, JAK2, NTRK1, NTRK2, NTRK3","Other, kinases",0.04066199803041908,0.008505543225362424
REACTOME::REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,T2_subtype,SB505124,10,2,5,-0.06480201441690531,-0.007963858990816636,0.6,0.09779264460860772,"TGFBR1, ACVR1B, ACVR1C",RTK signaling,0.03888120865014318,0.1262950234392572
REACTOME::REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,T2_subtype,Selumetinib,10,2,5,-0.060462130937098846,-0.02798558309469735,0.6,0.12191667046292802,"MEK1, MEK2",ERK MAPK signaling,0.036277278562259305,0.14849566023209715
REACTOME::REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,T2_subtype,PD173074,10,2,5,-0.05461757303862566,0.022083378925484176,0.6,0.0031415580453448603,"FGFR1, FGFR2, FGFR3",RTK signaling,0.032770543823175395,0.016500640321369157
REACTOME::REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,T2_subtype,AZD8186,10,2,5,-0.03942170915855127,-0.0735709596235912,0.6,0.009629740552354117,"PI3Kbeta, PI3Kdelta",PI3K/MTOR signaling,0.02365302549513076,0.026328120446329872
REACTOME::REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,T2_subtype,Refametinib,10,2,5,-0.03299595141700405,0.01516194331983806,0.6,0.21184500675005546,"MEK1, MEK2",ERK MAPK signaling,0.01979757085020243,0.23020789317025053
REACTOME::REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,T2_subtype,XAV939,10,2,5,-0.02210307473465368,-0.06880226528493538,0.6,0.0020247259778241756,"TNKS1, TNKS2",WNT signaling,0.013261844840792207,0.012535517614809357
REACTOME::REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,T2_subtype,Rucaparib,10,2,5,-0.02002680818470292,0.01479045847466901,0.6,0.060757903354970735,"PARP1, PARP2",Genome integrity,0.012016084910821751,0.08874410382844945
REACTOME::REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,T2_subtype,ZM447439,10,2,5,-0.014170040485829961,0.037587263376737054,0.6,0.003238750041650801,"AURKA, AURKB",Mitosis,0.008502024291497977,0.016647175214085118
REACTOME::REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,T2_subtype,Sepantronium bromide,10,2,5,-0.13885545464492832,-0.07842761790130211,0.6,0.012292522652096736,BIRC5,Apoptosis regulation,0.083313272786957,0.029812036255906085
REACTOME::REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,T2_subtype,AZD1332,10,2,5,-0.130668016194332,-0.019514170040485827,0.6,0.0014777527449986198,"NTRK1, NTRK2, NTRK3",RTK signaling,0.0784008097165992,0.010767194214370189
REACTOME::REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,T2_subtype,Cytarabine,10,2,5,-0.12955182072829133,0.03776121543923403,0.6,0.0003045252237591357,Antimetabolite,Other,0.07773109243697479,0.005590213036149849
REACTOME::REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,T2_subtype,Navitoclax,10,2,5,-0.09146341463414637,-0.05485707194307965,0.8,0.09421149069504983,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,0.0731707317073171,0.1225941929550775
REACTOME::REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,T2_subtype,Trametinib,10,2,5,-0.08313019250118095,-0.017397270876089874,0.6,0.29760904586773035,"MEK1, MEK2",ERK MAPK signaling,0.049878115500708566,0.3084093741451883
REACTOME::REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,T2_subtype,Lestaurtinib,10,2,5,-0.06776999671736514,0.017354743407374994,0.6,0.0008273874732842825,"FLT3, JAK2, NTRK1, NTRK2, NTRK3","Other, kinases",0.04066199803041908,0.008505543225362424
REACTOME::REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,T2_subtype,SB505124,10,2,5,-0.06480201441690531,-0.007963858990816636,0.6,0.09779264460860772,"TGFBR1, ACVR1B, ACVR1C",RTK signaling,0.03888120865014318,0.1262950234392572
REACTOME::REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,T2_subtype,Selumetinib,10,2,5,-0.060462130937098846,-0.02798558309469735,0.6,0.12191667046292802,"MEK1, MEK2",ERK MAPK signaling,0.036277278562259305,0.14849566023209715
REACTOME::REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,T2_subtype,PD173074,10,2,5,-0.05461757303862566,0.022083378925484176,0.6,0.0031415580453448603,"FGFR1, FGFR2, FGFR3",RTK signaling,0.032770543823175395,0.016500640321369157
REACTOME::REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,T2_subtype,AZD8186,10,2,5,-0.03942170915855127,-0.0735709596235912,0.6,0.009629740552354117,"PI3Kbeta, PI3Kdelta",PI3K/MTOR signaling,0.02365302549513076,0.026328120446329872
REACTOME::REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,T2_subtype,Refametinib,10,2,5,-0.03299595141700405,0.01516194331983806,0.6,0.21184500675005546,"MEK1, MEK2",ERK MAPK signaling,0.01979757085020243,0.23020789317025053
REACTOME::REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,T2_subtype,XAV939,10,2,5,-0.02210307473465368,-0.06880226528493538,0.6,0.0020247259778241756,"TNKS1, TNKS2",WNT signaling,0.013261844840792207,0.012535517614809357
REACTOME::REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,T2_subtype,Rucaparib,10,2,5,-0.02002680818470292,0.01479045847466901,0.6,0.060757903354970735,"PARP1, PARP2",Genome integrity,0.012016084910821751,0.08874410382844945
REACTOME::REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,T2_subtype,ZM447439,10,2,5,-0.014170040485829961,0.037587263376737054,0.6,0.003238750041650801,"AURKA, AURKB",Mitosis,0.008502024291497977,0.016647175214085118
REACTOME::REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,T2_subtype,Sepantronium bromide,10,2,5,-0.13885545464492832,-0.07842761790130211,0.6,0.012292522652096736,BIRC5,Apoptosis regulation,0.083313272786957,0.029812036255906085
REACTOME::REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,T2_subtype,AZD1332,10,2,5,-0.130668016194332,-0.019514170040485827,0.6,0.0014777527449986198,"NTRK1, NTRK2, NTRK3",RTK signaling,0.0784008097165992,0.010767194214370189
REACTOME::REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,T2_subtype,Cytarabine,10,2,5,-0.12955182072829133,0.03776121543923403,0.6,0.0003045252237591357,Antimetabolite,Other,0.07773109243697479,0.005590213036149849
REACTOME::REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,T2_subtype,Navitoclax,10,2,5,-0.09146341463414637,-0.05485707194307965,0.8,0.09421149069504983,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,0.0731707317073171,0.1225941929550775
REACTOME::REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,T2_subtype,Trametinib,10,2,5,-0.08313019250118095,-0.017397270876089874,0.6,0.29760904586773035,"MEK1, MEK2",ERK MAPK signaling,0.049878115500708566,0.3084093741451883
REACTOME::REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,T2_subtype,Lestaurtinib,10,2,5,-0.06776999671736514,0.017354743407374994,0.6,0.0008273874732842825,"FLT3, JAK2, NTRK1, NTRK2, NTRK3","Other, kinases",0.04066199803041908,0.008505543225362424
REACTOME::REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,T2_subtype,SB505124,10,2,5,-0.06480201441690531,-0.007963858990816636,0.6,0.09779264460860772,"TGFBR1, ACVR1B, ACVR1C",RTK signaling,0.03888120865014318,0.1262950234392572
REACTOME::REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,T2_subtype,Selumetinib,10,2,5,-0.060462130937098846,-0.02798558309469735,0.6,0.12191667046292802,"MEK1, MEK2",ERK MAPK signaling,0.036277278562259305,0.14849566023209715
REACTOME::REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,T2_subtype,PD173074,10,2,5,-0.05461757303862566,0.022083378925484176,0.6,0.0031415580453448603,"FGFR1, FGFR2, FGFR3",RTK signaling,0.032770543823175395,0.016500640321369157
REACTOME::REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,T2_subtype,AZD8186,10,2,5,-0.03942170915855127,-0.0735709596235912,0.6,0.009629740552354117,"PI3Kbeta, PI3Kdelta",PI3K/MTOR signaling,0.02365302549513076,0.026328120446329872
REACTOME::REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,T2_subtype,Refametinib,10,2,5,-0.03299595141700405,0.01516194331983806,0.6,0.21184500675005546,"MEK1, MEK2",ERK MAPK signaling,0.01979757085020243,0.23020789317025053
REACTOME::REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,T2_subtype,XAV939,10,2,5,-0.02210307473465368,-0.06880226528493538,0.6,0.0020247259778241756,"TNKS1, TNKS2",WNT signaling,0.013261844840792207,0.012535517614809357
REACTOME::REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,T2_subtype,Rucaparib,10,2,5,-0.02002680818470292,0.01479045847466901,0.6,0.060757903354970735,"PARP1, PARP2",Genome integrity,0.012016084910821751,0.08874410382844945
REACTOME::REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,T2_subtype,ZM447439,10,2,5,-0.014170040485829961,0.037587263376737054,0.6,0.003238750041650801,"AURKA, AURKB",Mitosis,0.008502024291497977,0.016647175214085118
REACTOME::REACTOME_DEGRADATION_OF_DVL,T2_subtype,Sepantronium bromide,10,2,5,-0.13885545464492832,-0.07842761790130211,0.6,0.012292522652096736,BIRC5,Apoptosis regulation,0.083313272786957,0.029812036255906085
REACTOME::REACTOME_DEGRADATION_OF_DVL,T2_subtype,AZD1332,10,2,5,-0.130668016194332,-0.019514170040485827,0.6,0.0014777527449986198,"NTRK1, NTRK2, NTRK3",RTK signaling,0.0784008097165992,0.010767194214370189
REACTOME::REACTOME_DEGRADATION_OF_DVL,T2_subtype,Cytarabine,10,2,5,-0.12955182072829133,0.03776121543923403,0.6,0.0003045252237591357,Antimetabolite,Other,0.07773109243697479,0.005590213036149849
